timestamp,kkr,alk,f,ge,ibm,celg,m,S&P500
2000-01-03,,,52.38,150.0,116.0,67.69,50.38,65.94
2000-01-04,,,50.63,144.0,112.06,62.25,48.94,63.75
2000-01-05,,,50.81,143.75,116.0,63.22,49.5,65.38
2000-01-06,,,50.88,145.67,114.0,61.5,49.44,63.38
2000-01-07,,,54.63,151.31,113.5,61.0,50.81,63.94
2000-01-10,,,53.63,151.25,118.0,61.13,52.38,64.75
2000-01-11,,,52.19,151.5,119.0,58.38,50.69,59.94
2000-01-12,,,53.69,152.0,119.5,56.75,50.56,63.38
2000-01-13,,,53.06,153.75,118.25,59.63,51.25,65.44
2000-01-14,,,51.75,151.0,119.62,63.63,47.88,65.5
2000-01-18,,,54.25,148.0,115.75,63.69,47.94,64.12
2000-01-19,,,53.44,148.72,119.5,63.0,47.81,64.25
2000-01-20,,,52.22,145.94,119.0,67.25,46.26,61.56
2000-01-21,,,50.44,144.13,121.5,64.88,43.88,61.75
2000-01-24,,,51.13,138.13,121.5,68.25,41.25,61.75
2000-01-25,,,50.13,138.5,119.12,67.25,43.06,61.75
2000-01-26,,,48.0,141.44,116.75,80.5,45.0,61.12
2000-01-27,,,49.94,141.75,113.5,75.5,42.69,60.06
2000-01-28,,,49.0,134.0,111.56,73.25,41.63,60.25
2000-01-31,,,49.75,134.0,112.25,69.75,41.63,64.62
2000-02-01,,,49.81,136.0,110.0,71.63,42.13,63.38
2000-02-02,,,48.63,134.06,113.5,75.0,42.81,61.88
2000-02-03,,,48.75,139.25,117.12,77.38,41.31,60.88
2000-02-04,,,48.06,141.56,115.62,91.13,39.94,60.5
2000-02-07,,,47.94,136.5,114.12,95.69,37.31,63.12
2000-02-08,,,48.13,137.06,118.81,99.75,38.88,65.25
2000-02-09,,,47.19,134.06,117.37,107.5,37.94,62.88
2000-02-10,,,47.0,135.44,119.12,103.0,37.69,64.5
2000-02-11,,,46.13,133.75,115.37,118.4,36.94,63.75
2000-02-14,,,47.06,134.38,116.06,115.9,36.81,64.5
2000-02-15,,,46.38,137.5,117.12,113.8,37.94,65.12
2000-02-16,,,46.31,135.66,115.75,134.0,35.69,64.62
2000-02-17,,,45.88,131.0,116.75,143.0,34.31,65.69
2000-02-18,,,43.38,125.12,112.5,137.0,33.81,63.25
2000-02-22,,,44.06,129.63,111.0,135.0,35.0,62.75
2000-02-23,,,43.0,130.5,108.75,140.8,34.19,61.12
2000-02-24,,,42.5,131.0,110.5,139.9,32.44,59.0
2000-02-25,,,42.94,126.12,108.0,142.2,32.56,58.06
2000-02-28,,,42.69,129.44,104.5,159.0,35.25,58.56
2000-02-29,,,41.63,132.38,102.75,165.5,36.69,61.0
2000-03-01,,,41.59,131.38,100.25,165.8,36.31,62.62
2000-03-02,,,41.38,135.25,103.12,170.0,36.44,63.0
2000-03-03,,,42.69,139.38,108.0,180.0,36.13,63.69
2000-03-06,,,41.94,137.44,103.06,184.1,34.44,64.31
2000-03-07,,,41.13,129.94,103.0,177.6,33.0,62.12
2000-03-08,,,42.56,130.31,106.25,170.5,34.06,61.19
2000-03-09,,,41.63,129.0,108.0,176.1,34.19,63.0
2000-03-10,,,41.06,131.69,105.25,168.5,35.31,61.38
2000-03-13,,,42.56,129.44,107.69,163.0,34.81,59.94
2000-03-14,,,41.0,127.0,108.62,131.8,35.5,57.69
2000-03-15,,,44.06,133.56,107.0,124.4,39.31,57.88
2000-03-16,,,43.81,139.0,109.0,120.5,41.06,59.0
2000-03-17,,,44.63,139.88,110.0,127.9,40.06,59.81
2000-03-20,,,43.75,140.94,112.75,110.6,40.63,58.94
2000-03-21,,,45.81,150.5,113.5,117.8,42.06,60.0
2000-03-22,,,44.0,150.88,114.25,131.0,40.5,56.75
2000-03-23,,,44.5,160.0,115.25,125.0,39.81,55.62
2000-03-24,,,44.63,159.06,120.62,123.13,40.0,59.25
2000-03-27,,,44.19,157.94,126.87,127.1,39.82,60.12
2000-03-28,,,44.5,156.0,122.5,104.3,39.94,60.38
2000-03-29,,,44.81,163.0,119.0,95.13,42.19,59.5
2000-03-30,,,46.63,158.75,122.75,87.19,43.5,60.19
2000-03-31,,,45.94,155.63,118.37,99.56,42.25,63.0
2000-04-03,,,47.0,161.0,122.0,95.0,42.75,62.75
2000-04-04,,,49.06,154.0,121.19,77.88,39.94,61.0
2000-04-05,,,49.31,153.31,125.0,85.94,40.06,61.0
2000-04-06,,,49.94,156.88,122.75,99.19,39.13,61.75
2000-04-07,,,48.38,158.81,123.12,103.0,39.63,60.88
2000-04-10,,,51.06,159.44,122.12,99.25,40.94,61.0
2000-04-11,,,51.94,161.63,119.37,101.1,41.44,60.31
2000-04-12,,,53.63,156.75,113.75,99.75,41.13,60.0
2000-04-13,,,54.44,150.5,110.62,106.1,39.63,58.75
2000-04-14,,,52.25,145.75,105.0,90.13,37.69,57.94
2000-04-17,,,57.06,152.0,111.87,27.88,36.44,56.75
2000-04-18,,,55.38,156.5,111.5,33.63,36.31,57.75
2000-04-19,,,55.0,155.5,105.0,37.5,37.13,59.25
2000-04-20,,,55.13,158.5,104.0,36.0,37.0,59.22
2000-04-24,,,55.31,162.06,106.5,32.0,37.5,58.0
2000-04-25,,,55.0,166.0,112.5,37.5,38.31,60.5
2000-04-26,,,55.0,163.25,110.5,41.38,36.69,59.38
2000-04-27,,,55.13,161.5,110.62,46.88,35.38,61.31
2000-04-28,,,54.75,157.25,111.5,47.06,34.0,61.5
2000-05-01,,,54.06,159.38,112.0,47.38,34.38,63.44
2000-05-02,,,53.25,161.06,111.37,47.56,35.31,61.56
2000-05-03,,,53.06,156.06,108.12,48.0,34.1,60.69
2000-05-04,,,52.63,154.0,107.62,48.0,34.69,61.0
2000-05-05,,,52.88,158.0,107.87,50.75,36.13,60.56
2000-05-08,,,53.56,52.44,109.75,49.5,36.44,60.25
2000-05-09,,,53.06,52.13,109.0,48.25,36.38,59.88
2000-05-10,,,52.25,50.63,103.0,46.25,36.63,59.06
2000-05-11,,,52.94,50.94,104.44,46.0,37.19,59.38
2000-05-12,,,53.38,52.25,104.44,47.31,37.88,58.56
2000-05-15,,,52.38,54.0,104.19,46.38,39.63,58.5
2000-05-16,,,53.19,54.25,109.0,46.25,39.81,58.19
2000-05-17,,,52.38,53.63,107.87,45.06,38.56,58.0
2000-05-18,,,53.63,53.13,106.06,41.56,39.94,56.25
2000-05-19,,,53.44,51.88,106.44,38.88,38.81,54.38
2000-05-22,,,51.25,50.0,109.25,38.56,38.44,56.06
2000-05-23,,,51.38,50.0,107.37,36.81,38.88,55.19
2000-05-24,,,51.94,50.75,109.62,35.56,37.94,56.88
2000-05-25,,,50.69,50.75,106.5,38.0,36.13,56.81
2000-05-26,,,48.19,49.56,106.94,37.06,36.44,56.81
2000-05-30,,,49.06,51.25,110.94,39.31,36.94,59.69
2000-05-31,,,48.56,52.63,107.31,38.5,38.5,60.5
2000-06-01,,,49.5,52.38,106.0,37.13,38.5,59.94
2000-06-02,,,48.38,52.75,108.81,37.5,39.44,63.38
2000-06-05,,,50.88,51.56,112.81,44.88,39.06,63.94
2000-06-06,,,50.0,51.19,112.37,44.25,37.25,64.69
2000-06-07,,,49.44,51.38,121.0,47.13,36.56,67.0
2000-06-08,,,49.0,50.88,119.75,43.25,36.19,65.31
2000-06-09,,,49.88,49.88,119.69,47.75,35.44,65.88
2000-06-12,,,50.13,49.88,118.84,50.31,35.56,63.75
2000-06-13,,,49.94,51.19,119.31,50.75,35.88,63.62
2000-06-14,,,48.25,51.0,116.0,52.38,35.31,61.69
2000-06-15,,,46.0,51.88,116.81,53.19,35.75,58.56
2000-06-16,,,45.0,51.13,113.25,56.63,34.88,57.56
2000-06-19,,,44.63,50.25,120.37,59.5,36.0,60.0
2000-06-20,,,43.0,51.0,116.37,59.69,35.5,60.12
2000-06-21,,,43.69,49.44,114.5,66.38,34.75,59.0
2000-06-22,,,43.69,48.75,111.81,59.38,34.31,59.62
2000-06-23,,,44.44,49.88,111.87,62.75,36.0,59.81
2000-06-26,,,42.88,49.94,114.41,58.0,34.75,59.56
2000-06-27,,,42.88,49.25,109.75,54.06,36.06,58.38
2000-06-28,,,44.0,50.55,113.78,56.88,34.4,52.8
2000-06-29,,,43.25,49.75,114.0,53.5,34.69,55.75
2000-06-30,,,43.0,53.0,109.56,58.88,33.75,51.0
2000-07-03,,,43.94,52.0,109.5,55.13,33.94,54.44
2000-07-05,,,44.81,49.94,105.0,52.94,34.81,53.5
2000-07-06,,,46.31,50.19,101.25,51.0,29.63,52.31
2000-07-07,,,46.25,51.31,105.06,54.0,28.94,53.0
2000-07-10,,,46.75,52.44,103.31,54.98,29.94,51.75
2000-07-11,,,47.81,52.25,102.0,53.38,29.81,47.5
2000-07-12,,,48.31,53.75,104.62,54.25,29.06,47.0
2000-07-13,,,48.19,52.5,104.0,50.94,28.63,48.0
2000-07-14,,,47.5,51.5,103.94,51.13,28.44,50.0
2000-07-17,,,46.34,53.69,105.5,49.0,28.19,48.31
2000-07-18,,,46.94,52.25,103.31,47.13,27.31,47.25
2000-07-19,,,47.44,52.75,108.75,47.31,26.88,45.0
2000-07-20,,,47.38,54.31,117.25,49.13,23.5,42.56
2000-07-21,,,47.38,54.13,114.75,48.38,24.31,43.44
2000-07-24,,,46.81,54.0,112.5,46.19,24.19,42.56
2000-07-25,,,47.31,53.56,112.0,44.75,23.75,40.69
2000-07-26,,,46.75,52.13,109.87,46.75,24.0,38.5
2000-07-27,,,47.0,52.5,110.31,50.94,24.38,35.88
2000-07-28,,,46.13,50.94,111.81,49.44,24.5,34.81
2000-07-31,,,46.56,51.69,112.25,51.94,24.06,35.62
2000-08-01,,,46.88,52.75,110.5,53.06,24.81,36.5
2000-08-02,,,46.56,52.0,114.25,54.0,24.81,38.25
2000-08-03,,,29.25,52.88,116.0,54.0,24.81,37.0
2000-08-04,,,29.12,53.38,115.87,54.25,24.56,37.44
2000-08-07,,,29.19,52.63,116.31,57.0,26.0,36.56
2000-08-08,,,29.5,53.75,118.87,58.0,25.38,35.19
2000-08-09,,,29.5,55.94,118.75,54.25,24.44,34.5
2000-08-10,,,29.5,57.0,119.75,55.31,24.94,34.0
2000-08-11,,,29.13,56.56,120.62,61.0,25.75,33.75
2000-08-14,,,29.0,57.0,123.25,60.44,27.0,35.25
2000-08-15,,,28.44,57.25,122.0,58.44,25.63,36.25
2000-08-16,,,28.31,56.81,122.37,58.63,25.5,34.25
2000-08-17,,,27.06,56.69,122.5,59.94,26.81,33.12
2000-08-18,,,27.75,56.19,120.44,57.75,27.06,32.0
2000-08-21,,,27.25,56.56,121.44,56.75,26.31,32.5
2000-08-22,,,28.0,56.25,121.37,58.38,26.63,31.25
2000-08-23,,,27.38,57.94,123.25,58.69,26.88,30.88
2000-08-24,,,27.75,58.94,124.81,62.88,27.31,30.56
2000-08-25,,,27.63,59.25,129.0,67.38,27.63,32.31
2000-08-28,,,26.19,60.0,131.5,68.63,28.25,31.12
2000-08-29,,,25.25,59.88,132.88,69.63,27.44,32.44
2000-08-30,,,25.88,57.5,130.31,69.38,27.13,33.5
2000-08-31,,,24.25,58.63,132.02,74.0,27.64,33.52
2000-09-01,,,25.0,58.5,133.63,74.75,29.56,34.06
2000-09-05,,,27.44,57.81,131.19,71.06,29.56,32.84
2000-09-06,,,26.06,59.0,131.44,64.44,28.94,30.94
2000-09-07,,,25.88,59.0,133.38,67.38,28.13,30.25
2000-09-08,,,26.31,59.88,129.5,64.0,28.0,29.44
2000-09-11,,,26.0,59.69,124.5,65.0,27.94,29.69
2000-09-12,,,25.06,59.06,125.0,62.5,28.56,28.69
2000-09-13,,,25.31,59.06,127.69,66.5,28.63,29.62
2000-09-14,,,25.88,59.0,126.87,68.75,27.81,28.75
2000-09-15,,,25.88,56.75,125.0,70.0,28.19,27.75
2000-09-18,,,26.0,57.5,123.25,67.5,27.63,27.56
2000-09-19,,,25.75,57.0,124.94,65.38,27.13,28.25
2000-09-20,,,25.06,56.63,124.75,63.63,26.56,26.81
2000-09-21,,,23.63,56.25,121.5,63.13,27.75,25.81
2000-09-22,,,25.63,57.31,123.87,68.88,27.31,24.88
2000-09-25,,,25.44,58.06,123.0,63.44,27.13,25.19
2000-09-26,,,24.38,58.0,119.12,59.56,26.13,25.0
2000-09-27,,,24.75,59.44,118.0,55.0,26.63,26.5
2000-09-28,,,25.06,59.0,115.25,56.81,26.44,28.62
2000-09-29,,,25.5,57.81,112.62,59.5,26.13,29.31
2000-10-02,,,26.06,58.5,117.81,59.0,25.88,28.5
2000-10-03,,,25.63,59.06,110.56,54.88,26.31,27.38
2000-10-04,,,26.38,58.88,114.37,55.25,26.69,27.44
2000-10-05,,,25.94,59.75,113.19,53.0,27.56,26.88
2000-10-06,,,25.31,59.44,116.0,48.0,27.44,26.19
2000-10-09,,,25.88,58.5,117.94,47.19,27.88,26.31
2000-10-10,,,25.13,58.06,114.87,49.5,27.19,25.94
2000-10-11,,,24.13,56.63,112.0,51.5,26.38,24.19
2000-10-12,,,23.38,54.5,103.12,52.13,25.94,23.75
2000-10-13,,,25.38,57.0,109.06,56.19,29.25,24.56
2000-10-16,,,24.63,57.75,111.12,57.75,28.75,23.81
2000-10-17,,,24.44,55.63,113.0,64.81,27.88,23.19
2000-10-18,,,25.06,55.5,95.44,68.63,28.5,23.25
2000-10-19,,,25.63,55.63,96.44,70.19,29.75,24.0
2000-10-20,,,25.06,52.13,94.75,73.06,29.13,25.75
2000-10-23,,,25.19,49.75,92.87,67.75,28.56,25.38
2000-10-24,,,25.81,53.38,91.44,65.0,28.25,27.06
2000-10-25,,,25.13,52.94,87.56,64.88,28.31,25.94
2000-10-26,,,25.13,52.13,92.75,64.81,28.25,25.0
2000-10-27,,,25.56,52.25,93.69,62.25,28.5,25.0
2000-10-30,,,26.5,54.0,93.31,63.69,30.63,26.5
2000-10-31,,,26.13,54.81,98.5,64.38,32.56,25.5
2000-11-01,,,25.81,54.44,98.56,66.13,32.19,23.0
2000-11-02,,,26.06,53.69,101.94,68.94,33.94,22.5
2000-11-03,,,25.31,53.31,100.12,72.38,32.94,23.88
2000-11-06,,,26.44,54.5,100.31,69.06,34.0,23.44
2000-11-07,,,25.0,54.94,102.31,69.69,34.44,24.69
2000-11-08,,,24.81,54.56,100.0,67.06,34.19,25.44
2000-11-09,,,25.44,54.56,99.44,65.5,32.56,24.62
2000-11-10,,,25.06,53.88,93.0,62.31,31.06,24.06
2000-11-13,,,25.31,51.44,97.44,50.56,31.63,25.0
2000-11-14,,,25.31,52.75,99.5,52.06,33.13,26.0
2000-11-15,,,26.25,52.5,99.37,57.38,34.31,26.25
2000-11-16,,,25.0,52.63,98.25,54.56,33.94,25.62
2000-11-17,,,24.94,51.88,101.94,52.13,33.63,24.88
2000-11-20,,,23.5,50.06,103.25,50.38,32.63,24.5
2000-11-21,,,24.38,50.75,98.5,54.5,30.94,24.31
2000-11-22,,,23.81,48.56,98.5,56.75,30.5,23.81
2000-11-24,,,24.06,49.38,99.94,60.38,30.56,24.12
2000-11-27,,,24.56,49.13,98.44,64.63,31.19,25.06
2000-11-28,,,24.13,49.81,97.87,59.75,30.63,24.0
2000-11-29,,,24.44,49.69,99.81,57.75,31.75,23.88
2000-11-30,,,22.75,49.56,93.5,57.06,30.5,23.0
2000-12-01,,,24.19,51.0,95.62,62.02,31.19,22.94
2000-12-04,,,23.81,51.63,98.37,61.88,33.75,23.0
2000-12-05,,,24.75,54.13,103.37,69.5,34.81,23.88
2000-12-06,,,23.88,53.94,96.75,63.5,34.81,23.31
2000-12-07,,,24.0,53.5,93.12,60.31,34.0,22.94
2000-12-08,,,24.13,55.19,97.0,64.06,34.25,22.81
2000-12-11,,,23.88,55.31,95.0,62.13,34.31,23.81
2000-12-12,,,23.63,52.81,93.87,53.69,34.75,24.94
2000-12-13,,,23.63,53.0,91.25,53.0,34.0,25.5
2000-12-14,,,23.25,51.44,92.44,44.5,32.25,25.0
2000-12-15,,,22.5,49.81,87.81,44.75,30.69,24.69
2000-12-18,,,23.5,51.0,90.5,45.13,31.13,24.62
2000-12-19,,,23.56,50.13,90.12,42.06,29.0,23.94
2000-12-20,,,22.13,47.44,86.0,36.63,28.44,23.06
2000-12-21,,,24.19,47.88,81.56,34.44,29.5,20.0
2000-12-22,,,22.81,48.88,89.0,36.06,31.13,20.75
2000-12-26,,,24.0,49.31,84.81,32.05,31.0,20.38
2000-12-27,,,23.56,48.19,84.69,30.5,33.56,20.56
2000-12-28,,,24.25,48.44,85.25,31.81,34.06,20.19
2000-12-29,,,23.44,47.94,85.0,32.5,35.0,20.31
2001-01-02,,29.56,24.31,43.75,84.81,32.38,34.38,22.0
2001-01-03,,31.94,25.13,47.81,94.62,30.0,37.69,24.56
2001-01-04,,34.0,26.94,48.06,93.19,25.31,40.0,26.13
2001-01-05,,33.81,26.25,47.31,94.0,24.69,38.0,26.0
2001-01-08,,33.88,25.63,45.56,93.56,23.81,38.5,25.0
2001-01-09,,30.94,26.44,44.63,92.56,20.63,37.69,25.94
2001-01-10,,30.88,26.25,44.69,93.44,24.94,38.75,27.13
2001-01-11,,30.19,26.94,46.56,93.69,25.31,38.94,27.94
2001-01-12,,29.88,26.38,45.69,93.81,26.94,39.63,26.94
2001-01-16,,30.0,27.13,47.38,92.75,26.38,39.75,26.75
2001-01-17,,29.5,26.88,46.69,96.69,24.88,39.69,28.19
2001-01-18,,29.81,27.19,47.63,108.31,26.81,38.0,27.75
2001-01-19,,30.0,26.31,47.0,111.25,26.25,38.0,27.5
2001-01-22,,30.31,27.13,45.75,108.56,27.31,40.5,25.94
2001-01-23,,32.19,27.0,46.69,109.06,31.5,40.75,25.19
2001-01-24,,30.5,27.75,46.31,110.44,32.31,41.69,26.0
2001-01-25,,31.56,28.06,45.94,110.75,28.0,42.56,24.5
2001-01-26,,30.38,28.0,44.63,114.19,28.94,41.88,24.0
2001-01-29,,31.2,28.29,44.38,114.98,29.63,42.53,25.2
2001-01-30,,31.8,28.3,46.25,116.61,30.06,43.21,25.35
2001-01-31,,32.34,28.19,45.98,112.0,27.75,44.56,24.8
2001-02-01,,31.98,28.37,46.23,114.05,27.75,45.5,24.55
2001-02-02,,32.3,28.01,46.28,110.27,26.75,44.75,23.51
2001-02-05,,32.88,28.45,47.85,112.22,25.94,44.26,23.49
2001-02-06,,33.31,28.74,47.6,114.19,27.63,44.95,24.08
2001-02-07,,33.16,27.26,46.95,116.91,26.81,45.94,24.03
2001-02-08,,32.48,28.01,47.14,114.1,26.56,42.98,24.65
2001-02-09,,31.86,26.92,45.66,112.0,26.44,41.15,23.82
2001-02-12,,31.9,27.8,47.51,114.9,27.44,43.5,24.61
2001-02-13,,31.85,27.92,47.16,113.75,26.75,44.22,23.94
2001-02-14,,31.73,27.86,46.26,115.1,27.63,44.81,23.25
2001-02-15,,31.2,28.0,47.98,116.78,27.06,45.1,22.78
2001-02-16,,30.46,27.6,47.0,115.0,26.44,45.75,22.1
2001-02-20,,29.0,27.71,47.69,111.5,26.88,45.75,22.6
2001-02-21,,29.12,27.68,47.3,107.51,26.13,43.45,21.27
2001-02-22,,28.85,27.51,47.1,108.9,24.0,44.3,22.09
2001-02-23,,28.5,28.35,46.18,104.0,25.0,44.15,22.74
2001-02-26,,29.59,28.6,47.98,105.3,26.69,45.71,22.76
2001-02-27,,29.02,28.43,48.0,102.59,25.81,47.37,22.5
2001-02-28,,28.58,27.81,46.5,99.9,26.13,48.35,22.36
2001-03-01,,27.3,28.21,45.91,106.05,25.25,47.41,21.74
2001-03-02,,28.24,28.06,44.57,102.3,26.56,47.5,21.72
2001-03-05,,27.86,28.3,45.08,104.91,25.44,46.61,21.43
2001-03-06,,28.1,29.04,45.42,106.0,26.13,47.64,21.5
2001-03-07,,28.24,29.08,45.98,107.55,26.75,49.26,22.01
2001-03-08,,28.85,30.35,45.87,106.47,24.75,47.5,22.03
2001-03-09,,28.45,30.1,43.81,99.29,24.44,47.85,21.78
2001-03-12,,28.0,30.25,39.6,95.49,21.63,46.95,21.49
2001-03-13,,28.38,29.84,42.33,98.39,21.88,45.75,21.4
2001-03-14,,27.75,28.69,41.03,94.96,21.81,45.81,20.56
2001-03-15,,27.6,28.6,41.08,95.56,21.56,45.72,21.7
2001-03-16,,26.69,28.43,40.6,90.1,18.69,44.4,21.75
2001-03-19,,25.75,29.81,41.1,92.6,20.56,45.05,22.0
2001-03-20,,25.96,28.82,40.05,88.3,20.06,44.9,21.22
2001-03-21,,25.48,28.25,39.0,89.08,19.5,43.56,20.92
2001-03-22,,25.05,27.81,37.7,89.1,18.94,42.85,21.2
2001-03-23,,25.55,27.9,39.99,93.51,20.81,43.13,21.63
2001-03-26,,26.3,28.99,40.23,95.4,24.75,41.7,21.73
2001-03-27,,26.15,28.12,41.91,99.5,23.81,41.88,23.05
2001-03-28,,25.82,27.94,41.55,94.41,25.0,41.44,22.09
2001-03-29,,25.45,28.49,41.4,95.04,25.44,41.05,22.6
2001-03-30,,25.7,28.12,41.86,96.18,25.0,41.55,21.99
2001-04-02,,25.25,28.61,41.8,94.66,22.25,41.11,21.91
2001-04-03,,25.11,27.37,39.68,90.39,18.81,39.5,21.0
2001-04-04,,25.49,28.57,39.6,92.0,17.38,40.55,20.98
2001-04-05,,25.95,28.35,42.1,98.21,18.25,42.0,22.25
2001-04-06,,25.1,27.8,41.17,97.95,18.63,41.16,20.97
2001-04-09,,25.02,29.0,42.0,96.0,19.06,41.05,21.43
2001-04-10,,26.21,28.96,43.83,99.05,19.1,41.7,22.81
2001-04-11,,26.1,28.18,43.27,97.43,18.24,41.65,22.66
2001-04-12,,26.05,29.0,44.7,96.2,19.52,41.41,22.99
2001-04-16,,26.12,29.18,44.65,96.75,19.14,40.99,23.41
2001-04-17,,26.55,28.88,45.46,99.7,19.0,41.75,22.04
2001-04-18,,27.1,30.71,47.89,106.5,19.7,44.8,22.35
2001-04-19,,27.99,30.3,48.51,114.47,20.47,43.73,22.02
2001-04-20,,27.37,30.0,48.1,114.83,19.25,43.33,21.6
2001-04-23,,27.0,30.06,47.2,112.0,18.21,43.0,21.24
2001-04-24,,26.82,29.67,45.99,112.67,16.02,40.87,21.34
2001-04-25,,26.99,28.8,47.81,114.85,16.91,41.84,21.38
2001-04-26,,27.5,29.2,49.3,113.74,15.21,43.53,21.65
2001-04-27,,28.29,29.61,49.95,116.2,15.93,43.9,21.55
2001-04-30,,28.15,29.48,48.53,115.14,17.67,42.98,21.38
2001-05-01,,27.94,28.3,48.91,118.51,17.15,42.65,21.62
2001-05-02,,28.19,29.25,49.1,115.4,16.69,43.1,22.18
2001-05-03,,28.4,28.7,48.5,113.7,16.07,43.17,21.92
2001-05-04,,28.62,29.08,49.93,115.86,16.77,43.29,22.15
2001-05-07,,29.0,28.45,49.96,115.9,18.4,42.49,23.25
2001-05-08,,28.7,28.16,49.48,117.7,19.74,42.03,22.32
2001-05-09,,28.65,28.16,49.43,116.98,20.0,41.38,22.2
2001-05-10,,28.77,28.42,49.83,115.2,19.08,43.07,22.0
2001-05-11,,28.47,27.82,49.01,111.81,19.3,43.28,22.0
2001-05-14,,28.57,27.8,49.73,112.56,18.6,43.96,21.64
2001-05-15,,27.49,27.96,50.15,113.58,18.66,44.09,21.58
2001-05-16,,27.94,28.09,52.21,115.8,19.47,46.38,21.42
2001-05-17,,28.7,27.56,52.11,115.07,22.41,47.01,20.71
2001-05-18,,28.6,27.13,52.99,117.44,22.99,47.21,20.9
2001-05-21,,28.79,26.65,53.4,119.04,23.95,48.18,20.88
2001-05-22,,29.47,25.98,52.68,118.01,24.71,47.77,20.6
2001-05-23,,28.88,25.79,51.35,117.4,24.65,46.5,20.2
2001-05-24,,28.6,25.65,51.4,119.6,26.7,46.73,20.66
2001-05-25,,28.77,24.74,49.95,117.8,28.03,46.0,20.37
2001-05-29,,28.9,24.99,49.67,115.27,29.15,44.88,19.61
2001-05-30,,28.43,24.6,49.02,112.65,28.05,44.87,19.31
2001-05-31,,28.73,24.35,49.0,111.8,28.37,44.8,20.31
2001-06-01,,28.02,24.59,49.0,112.89,30.74,44.13,20.96
2001-06-04,,28.09,24.59,49.45,113.64,33.0,43.5,20.56
2001-06-05,,28.26,24.22,49.18,116.97,34.57,45.66,20.99
2001-06-06,,28.02,24.22,48.75,117.5,33.31,44.9,20.66
2001-06-07,,27.95,24.14,48.91,117.25,33.7,43.0,20.61
2001-06-08,,27.98,24.0,48.14,116.1,32.85,42.37,20.93
2001-06-11,,27.89,24.83,47.4,117.36,31.74,42.3,20.81
2001-06-12,,27.3,24.66,48.77,117.25,31.94,42.19,20.84
2001-06-13,,27.71,24.58,47.85,116.54,31.63,41.98,20.46
2001-06-14,,27.49,24.48,48.86,115.75,31.9,41.14,19.91
2001-06-15,,26.82,24.09,48.81,113.6,30.9,40.8,19.84
2001-06-18,,27.16,25.0,49.0,114.27,31.09,41.95,19.56
2001-06-19,,26.66,24.74,48.87,114.84,30.81,41.65,19.56
2001-06-20,,26.16,24.65,50.77,113.09,31.0,42.79,19.8
2001-06-21,,26.3,25.9,51.25,112.6,27.2,44.1,20.32
2001-06-22,,26.44,25.19,51.86,112.87,26.87,44.83,20.6
2001-06-25,,25.83,25.08,50.25,112.65,25.9,43.52,20.52
2001-06-26,,26.26,24.79,48.79,113.04,27.11,42.0,20.6
2001-06-27,,27.46,24.27,48.26,113.52,26.74,41.14,20.57
2001-06-28,,27.82,24.81,48.87,115.1,28.14,42.92,20.78
2001-06-29,,28.9,24.55,49.0,113.5,28.85,42.5,21.36
2001-07-02,,28.8,25.09,50.2,114.35,28.34,40.6,21.97
2001-07-03,,28.68,25.05,49.51,112.98,28.58,40.38,22.26
2001-07-05,,28.65,25.03,48.47,112.1,28.05,38.01,21.91
2001-07-06,,28.2,24.28,46.89,106.5,26.6,38.24,21.45
2001-07-09,,28.6,24.37,46.85,104.72,28.49,38.09,21.5
2001-07-10,,29.3,24.75,45.76,101.96,27.78,37.7,21.11
2001-07-11,,29.4,25.32,44.61,103.85,25.56,38.41,21.03
2001-07-12,,29.98,25.26,47.0,107.25,27.52,38.54,21.8
2001-07-13,,30.73,25.6,47.45,108.53,26.7,38.72,22.4
2001-07-16,,31.31,25.0,46.22,107.82,26.13,38.63,21.98
2001-07-17,,31.32,25.72,46.11,108.53,26.19,37.96,22.03
2001-07-18,,30.61,25.34,46.15,104.28,27.42,37.49,21.93
2001-07-19,,30.8,25.64,46.48,104.0,27.64,37.7,22.6
2001-07-20,,31.55,25.76,46.63,105.7,28.06,38.2,22.12
2001-07-23,,31.15,25.52,45.3,105.85,28.69,38.56,22.04
2001-07-24,,30.78,25.23,44.0,104.51,26.65,37.19,21.54
2001-07-25,,30.8,25.5,43.8,104.89,25.05,36.6,21.99
2001-07-26,,30.87,25.09,43.75,106.0,27.2,36.5,22.19
2001-07-27,,30.64,25.26,44.65,104.7,27.81,35.83,22.47
2001-07-30,,30.58,25.16,43.6,105.85,26.88,37.26,22.49
2001-07-31,,31.64,25.47,43.5,105.21,26.18,38.6,23.34
2001-08-01,,32.15,25.03,42.8,107.06,27.38,37.75,23.95
2001-08-02,,32.06,25.12,42.2,108.8,27.56,38.19,22.92
2001-08-03,,31.82,25.12,42.75,108.18,27.35,38.32,23.18
2001-08-06,,32.0,24.65,41.39,106.51,27.7,37.58,22.82
2001-08-07,,31.84,24.75,42.77,106.25,26.65,39.36,22.89
2001-08-08,,32.1,24.37,41.65,104.19,25.7,38.0,22.51
2001-08-09,,32.11,24.37,41.9,104.08,25.93,37.37,21.92
2001-08-10,,32.48,24.77,42.57,104.95,25.75,37.72,22.26
2001-08-13,,32.4,23.74,42.23,105.86,24.9,37.75,22.5
2001-08-14,,32.77,22.99,41.85,106.2,25.07,37.4,23.2
2001-08-15,,33.0,22.55,41.78,105.01,24.22,38.33,22.75
